"Date","Index","Type","Value"
2020-06-01,"Long-term index (12 months)","Manitoba",55.3
2020-07-01,"Long-term index (12 months)","Manitoba",55.5
2020-08-01,"Long-term index (12 months)","Manitoba",59.3
2020-09-01,"Long-term index (12 months)","Manitoba",54
2020-10-01,"Long-term index (12 months)","Manitoba",56.1
2020-11-01,"Long-term index (12 months)","Manitoba",52.7
2020-12-01,"Long-term index (12 months)","Manitoba",55.3
2021-01-01,"Long-term index (12 months)","Manitoba",55.6
2021-02-01,"Long-term index (12 months)","Manitoba",64.3
2021-03-01,"Long-term index (12 months)","Manitoba",64.3
2021-04-01,"Long-term index (12 months)","Manitoba",69.4
2021-05-01,"Long-term index (12 months)","Manitoba",67.1
2021-06-01,"Long-term index (12 months)","Manitoba",69.7
2021-07-01,"Long-term index (12 months)","Manitoba",66.7
2021-08-01,"Long-term index (12 months)","Manitoba",69.8
2021-09-01,"Long-term index (12 months)","Manitoba",65.1
2021-10-01,"Long-term index (12 months)","Manitoba",65.1
2021-11-01,"Long-term index (12 months)","Manitoba",59.2
2021-12-01,"Long-term index (12 months)","Manitoba",58.2
2022-01-01,"Long-term index (12 months)","Manitoba",54
2022-02-01,"Long-term index (12 months)","Manitoba",54.6
2022-03-01,"Long-term index (12 months)","Manitoba",56.3
2022-04-01,"Long-term index (12 months)","Manitoba",61.5
2022-05-01,"Long-term index (12 months)","Manitoba",64.1
2000-10-01,"Long-term index (12 months)","Saskatchewan",65.3
2001-02-01,"Long-term index (12 months)","Saskatchewan",54.4
2001-06-01,"Long-term index (12 months)","Saskatchewan",49.7
2001-10-01,"Long-term index (12 months)","Saskatchewan",49.7
2001-12-01,"Long-term index (12 months)","Saskatchewan",54.3
2002-04-01,"Long-term index (12 months)","Saskatchewan",60.6
2002-06-01,"Long-term index (12 months)","Saskatchewan",56.3
2002-09-01,"Long-term index (12 months)","Saskatchewan",54.8
2002-12-01,"Long-term index (12 months)","Saskatchewan",64.3
2003-03-01,"Long-term index (12 months)","Saskatchewan",62.2
2003-06-01,"Long-term index (12 months)","Saskatchewan",66.4
2003-09-01,"Long-term index (12 months)","Saskatchewan",60.1
2003-12-01,"Long-term index (12 months)","Saskatchewan",66.7
2004-03-01,"Long-term index (12 months)","Saskatchewan",54.4
2004-06-01,"Long-term index (12 months)","Saskatchewan",57.8
2004-09-01,"Long-term index (12 months)","Saskatchewan",51.6
2004-12-01,"Long-term index (12 months)","Saskatchewan",56.2
2005-03-01,"Long-term index (12 months)","Saskatchewan",60.1
2005-06-01,"Long-term index (12 months)","Saskatchewan",64.2
2005-09-01,"Long-term index (12 months)","Saskatchewan",64.7
2005-12-01,"Long-term index (12 months)","Saskatchewan",63.3
2006-03-01,"Long-term index (12 months)","Saskatchewan",59.9
2006-06-01,"Long-term index (12 months)","Saskatchewan",67.4
2006-09-01,"Long-term index (12 months)","Saskatchewan",66.5
2006-12-01,"Long-term index (12 months)","Saskatchewan",67.5
2007-03-01,"Long-term index (12 months)","Saskatchewan",68.4
2007-06-01,"Long-term index (12 months)","Saskatchewan",77.8
2007-09-01,"Long-term index (12 months)","Saskatchewan",78.8
2007-12-01,"Long-term index (12 months)","Saskatchewan",78.8
2008-03-01,"Long-term index (12 months)","Saskatchewan",78.7
2008-06-01,"Long-term index (12 months)","Saskatchewan",71.4
2008-09-01,"Long-term index (12 months)","Saskatchewan",76.3
2008-10-01,"Long-term index (12 months)","Saskatchewan",66.4
2008-11-01,"Long-term index (12 months)","Saskatchewan",65.1
2008-12-01,"Long-term index (12 months)","Saskatchewan",60.1
2009-01-01,"Long-term index (12 months)","Saskatchewan",59
2009-02-01,"Long-term index (12 months)","Saskatchewan",57.3
2009-03-01,"Long-term index (12 months)","Saskatchewan",56.1
2009-04-01,"Long-term index (12 months)","Saskatchewan",58.9
2009-05-01,"Long-term index (12 months)","Saskatchewan",63.1
2009-06-01,"Long-term index (12 months)","Saskatchewan",68.9
2009-07-01,"Long-term index (12 months)","Saskatchewan",70.7
2009-08-01,"Long-term index (12 months)","Saskatchewan",68.6
2009-09-01,"Long-term index (12 months)","Saskatchewan",68
2009-10-01,"Long-term index (12 months)","Saskatchewan",66
2009-11-01,"Long-term index (12 months)","Saskatchewan",67.6
2009-12-01,"Long-term index (12 months)","Saskatchewan",64.8
2010-01-01,"Long-term index (12 months)","Saskatchewan",69.8
2010-02-01,"Long-term index (12 months)","Saskatchewan",71.2
2010-03-01,"Long-term index (12 months)","Saskatchewan",75.9
2010-04-01,"Long-term index (12 months)","Saskatchewan",74.2
2010-05-01,"Long-term index (12 months)","Saskatchewan",73.8
2010-06-01,"Long-term index (12 months)","Saskatchewan",66.8
2010-07-01,"Long-term index (12 months)","Saskatchewan",65.1
2010-08-01,"Long-term index (12 months)","Saskatchewan",62
2010-09-01,"Long-term index (12 months)","Saskatchewan",65.2
2010-10-01,"Long-term index (12 months)","Saskatchewan",65
2010-11-01,"Long-term index (12 months)","Saskatchewan",68.9
2010-12-01,"Long-term index (12 months)","Saskatchewan",68.1
2011-01-01,"Long-term index (12 months)","Saskatchewan",71.1
2011-02-01,"Long-term index (12 months)","Saskatchewan",70.6
2011-03-01,"Long-term index (12 months)","Saskatchewan",75
2011-04-01,"Long-term index (12 months)","Saskatchewan",76.8
2011-05-01,"Long-term index (12 months)","Saskatchewan",74.6
2011-06-01,"Long-term index (12 months)","Saskatchewan",69.7
2011-07-01,"Long-term index (12 months)","Saskatchewan",67.6
2011-08-01,"Long-term index (12 months)","Saskatchewan",69.5
2011-09-01,"Long-term index (12 months)","Saskatchewan",72.2
2011-10-01,"Long-term index (12 months)","Saskatchewan",73.2
2011-11-01,"Long-term index (12 months)","Saskatchewan",74.2
2011-12-01,"Long-term index (12 months)","Saskatchewan",72
2012-01-01,"Long-term index (12 months)","Saskatchewan",70.1
2012-02-01,"Long-term index (12 months)","Saskatchewan",70.2
2012-03-01,"Long-term index (12 months)","Saskatchewan",72
2012-04-01,"Long-term index (12 months)","Saskatchewan",72.1
2012-05-01,"Long-term index (12 months)","Saskatchewan",72.2
2012-06-01,"Long-term index (12 months)","Saskatchewan",72.5
2012-07-01,"Long-term index (12 months)","Saskatchewan",72.3
2012-08-01,"Long-term index (12 months)","Saskatchewan",69.8
2012-09-01,"Long-term index (12 months)","Saskatchewan",67.9
2012-10-01,"Long-term index (12 months)","Saskatchewan",68.4
2012-11-01,"Long-term index (12 months)","Saskatchewan",67.2
2012-12-01,"Long-term index (12 months)","Saskatchewan",67.2
2013-01-01,"Long-term index (12 months)","Saskatchewan",65.9
2013-02-01,"Long-term index (12 months)","Saskatchewan",69.1
2013-03-01,"Long-term index (12 months)","Saskatchewan",71.8
2013-04-01,"Long-term index (12 months)","Saskatchewan",68.2
2013-05-01,"Long-term index (12 months)","Saskatchewan",66.9
2013-06-01,"Long-term index (12 months)","Saskatchewan",67.2
2013-07-01,"Long-term index (12 months)","Saskatchewan",71.1
2013-08-01,"Long-term index (12 months)","Saskatchewan",70.9
2013-09-01,"Long-term index (12 months)","Saskatchewan",71.1
2013-10-01,"Long-term index (12 months)","Saskatchewan",70.1
2013-11-01,"Long-term index (12 months)","Saskatchewan",71.7
2013-12-01,"Long-term index (12 months)","Saskatchewan",68.3
2014-01-01,"Long-term index (12 months)","Saskatchewan",63.6
2014-02-01,"Long-term index (12 months)","Saskatchewan",63.9
2014-03-01,"Long-term index (12 months)","Saskatchewan",66.4
2014-04-01,"Long-term index (12 months)","Saskatchewan",72.5
2014-05-01,"Long-term index (12 months)","Saskatchewan",69.2
2014-06-01,"Long-term index (12 months)","Saskatchewan",65.4
2014-07-01,"Long-term index (12 months)","Saskatchewan",63.2
2014-08-01,"Long-term index (12 months)","Saskatchewan",64.6
2014-09-01,"Long-term index (12 months)","Saskatchewan",68
2014-10-01,"Long-term index (12 months)","Saskatchewan",67.9
2014-11-01,"Long-term index (12 months)","Saskatchewan",62.6
2014-12-01,"Long-term index (12 months)","Saskatchewan",56
2015-01-01,"Long-term index (12 months)","Saskatchewan",55.1
2015-02-01,"Long-term index (12 months)","Saskatchewan",53
2015-03-01,"Long-term index (12 months)","Saskatchewan",52.7
2015-04-01,"Long-term index (12 months)","Saskatchewan",50
2015-05-01,"Long-term index (12 months)","Saskatchewan",51.3
2015-06-01,"Long-term index (12 months)","Saskatchewan",53.6
2015-07-01,"Long-term index (12 months)","Saskatchewan",54.5
2015-08-01,"Long-term index (12 months)","Saskatchewan",61.9
2015-09-01,"Long-term index (12 months)","Saskatchewan",59.9
2015-10-01,"Long-term index (12 months)","Saskatchewan",58.3
2015-11-01,"Long-term index (12 months)","Saskatchewan",52.7
2015-12-01,"Long-term index (12 months)","Saskatchewan",56.3
2016-01-01,"Long-term index (12 months)","Saskatchewan",58.7
2016-02-01,"Long-term index (12 months)","Saskatchewan",52.4
2016-03-01,"Long-term index (12 months)","Saskatchewan",47
2016-04-01,"Long-term index (12 months)","Saskatchewan",48.8
2016-05-01,"Long-term index (12 months)","Saskatchewan",51.5
2016-06-01,"Long-term index (12 months)","Saskatchewan",54.8
2016-07-01,"Long-term index (12 months)","Saskatchewan",51.1
2016-08-01,"Long-term index (12 months)","Saskatchewan",54.9
2016-09-01,"Long-term index (12 months)","Saskatchewan",54.1
2016-10-01,"Long-term index (12 months)","Saskatchewan",55.1
2016-11-01,"Long-term index (12 months)","Saskatchewan",51.2
2016-12-01,"Long-term index (12 months)","Saskatchewan",54
2017-01-01,"Long-term index (12 months)","Saskatchewan",55
2017-02-01,"Long-term index (12 months)","Saskatchewan",57.7
2017-03-01,"Long-term index (12 months)","Saskatchewan",56.3
2017-04-01,"Long-term index (12 months)","Saskatchewan",55.1
2017-05-01,"Long-term index (12 months)","Saskatchewan",49.1
2017-06-01,"Long-term index (12 months)","Saskatchewan",51.8
2017-07-01,"Long-term index (12 months)","Saskatchewan",50
2017-08-01,"Long-term index (12 months)","Saskatchewan",52.9
2017-09-01,"Long-term index (12 months)","Saskatchewan",50.9
2017-10-01,"Long-term index (12 months)","Saskatchewan",52.7
2017-11-01,"Long-term index (12 months)","Saskatchewan",52.3
2017-12-01,"Long-term index (12 months)","Saskatchewan",50.9
2018-01-01,"Long-term index (12 months)","Saskatchewan",53.6
2018-02-01,"Long-term index (12 months)","Saskatchewan",56.8
2018-03-01,"Long-term index (12 months)","Saskatchewan",62
2018-04-01,"Long-term index (12 months)","Saskatchewan",54.6
2018-05-01,"Long-term index (12 months)","Saskatchewan",49
2018-06-01,"Long-term index (12 months)","Saskatchewan",44.8
2018-07-01,"Long-term index (12 months)","Saskatchewan",50
2018-08-01,"Long-term index (12 months)","Saskatchewan",57.9
2018-09-01,"Long-term index (12 months)","Saskatchewan",58.5
2018-10-01,"Long-term index (12 months)","Saskatchewan",53.2
2018-11-01,"Long-term index (12 months)","Saskatchewan",49.4
2018-12-01,"Long-term index (12 months)","Saskatchewan",51.6
2019-01-01,"Long-term index (12 months)","Saskatchewan",55.2
2019-02-01,"Long-term index (12 months)","Saskatchewan",55.2
2019-03-01,"Long-term index (12 months)","Saskatchewan",50.8
2019-04-01,"Long-term index (12 months)","Saskatchewan",50.4
2019-05-01,"Long-term index (12 months)","Saskatchewan",49.1
2019-06-01,"Long-term index (12 months)","Saskatchewan",54.5
2019-07-01,"Long-term index (12 months)","Saskatchewan",54.3
2019-08-01,"Long-term index (12 months)","Saskatchewan",55.4
2019-09-01,"Long-term index (12 months)","Saskatchewan",53.1
2019-10-01,"Long-term index (12 months)","Saskatchewan",50
2019-11-01,"Long-term index (12 months)","Saskatchewan",44.1
2019-12-01,"Long-term index (12 months)","Saskatchewan",40
2020-01-01,"Long-term index (12 months)","Saskatchewan",42.7
2020-02-01,"Long-term index (12 months)","Saskatchewan",47.6
2020-03-01,"Long-term index (12 months)","Saskatchewan",44.3
2020-03-01,"Long-term index (12 months)","Saskatchewan",28.3
2020-04-01,"Long-term index (12 months)","Saskatchewan",42.6
2020-04-01,"Long-term index (12 months)","Saskatchewan",50.8
2020-05-01,"Long-term index (12 months)","Saskatchewan",44.8
2020-05-01,"Long-term index (12 months)","Saskatchewan",51.9
2020-06-01,"Long-term index (12 months)","Saskatchewan",59.1
2020-07-01,"Long-term index (12 months)","Saskatchewan",58.3
2020-08-01,"Long-term index (12 months)","Saskatchewan",62.9
2020-09-01,"Long-term index (12 months)","Saskatchewan",55
2020-10-01,"Long-term index (12 months)","Saskatchewan",57.9
2020-11-01,"Long-term index (12 months)","Saskatchewan",59
2020-12-01,"Long-term index (12 months)","Saskatchewan",60.6
2021-01-01,"Long-term index (12 months)","Saskatchewan",60.9
2021-02-01,"Long-term index (12 months)","Saskatchewan",61.2
2021-03-01,"Long-term index (12 months)","Saskatchewan",64.3
2021-04-01,"Long-term index (12 months)","Saskatchewan",65.4
2021-05-01,"Long-term index (12 months)","Saskatchewan",67
2021-06-01,"Long-term index (12 months)","Saskatchewan",67.2
2021-07-01,"Long-term index (12 months)","Saskatchewan",68.2
2021-08-01,"Long-term index (12 months)","Saskatchewan",68.6
2021-09-01,"Long-term index (12 months)","Saskatchewan",64.7
2021-10-01,"Long-term index (12 months)","Saskatchewan",65.1
2021-11-01,"Long-term index (12 months)","Saskatchewan",60.6
2021-12-01,"Long-term index (12 months)","Saskatchewan",57.2
2022-01-01,"Long-term index (12 months)","Saskatchewan",49.6
2022-02-01,"Long-term index (12 months)","Saskatchewan",55.6
2022-03-01,"Long-term index (12 months)","Saskatchewan",57.4
2022-04-01,"Long-term index (12 months)","Saskatchewan",62.7
2022-05-01,"Long-term index (12 months)","Saskatchewan",61.8
2000-10-01,"Long-term index (12 months)","Alberta",74.6
2001-02-01,"Long-term index (12 months)","Alberta",72.9
2001-06-01,"Long-term index (12 months)","Alberta",69.5
2001-10-01,"Long-term index (12 months)","Alberta",61.4
2001-12-01,"Long-term index (12 months)","Alberta",63.5
2002-04-01,"Long-term index (12 months)","Alberta",72.1
2002-06-01,"Long-term index (12 months)","Alberta",70.7
2002-09-01,"Long-term index (12 months)","Alberta",69.2
2002-12-01,"Long-term index (12 months)","Alberta",67.7
2003-03-01,"Long-term index (12 months)","Alberta",70.5
2003-06-01,"Long-term index (12 months)","Alberta",68
2003-09-01,"Long-term index (12 months)","Alberta",65.5
2003-12-01,"Long-term index (12 months)","Alberta",73.3
2004-03-01,"Long-term index (12 months)","Alberta",67.4
2004-06-01,"Long-term index (12 months)","Alberta",66.5
2004-09-01,"Long-term index (12 months)","Alberta",72
2004-12-01,"Long-term index (12 months)","Alberta",76.4
2005-03-01,"Long-term index (12 months)","Alberta",79.9
2005-06-01,"Long-term index (12 months)","Alberta",80.3
2005-09-01,"Long-term index (12 months)","Alberta",75.7
2005-12-01,"Long-term index (12 months)","Alberta",74.3
2006-03-01,"Long-term index (12 months)","Alberta",82
2006-06-01,"Long-term index (12 months)","Alberta",83.2
2006-09-01,"Long-term index (12 months)","Alberta",80.9
2006-12-01,"Long-term index (12 months)","Alberta",76.1
2007-03-01,"Long-term index (12 months)","Alberta",78.6
2007-06-01,"Long-term index (12 months)","Alberta",74.9
2007-09-01,"Long-term index (12 months)","Alberta",68.7
2007-12-01,"Long-term index (12 months)","Alberta",63.2
2008-03-01,"Long-term index (12 months)","Alberta",60.1
2008-06-01,"Long-term index (12 months)","Alberta",64.3
2008-09-01,"Long-term index (12 months)","Alberta",62.6
2008-10-01,"Long-term index (12 months)","Alberta",52.1
2008-11-01,"Long-term index (12 months)","Alberta",46
2008-12-01,"Long-term index (12 months)","Alberta",41.3
2009-01-01,"Long-term index (12 months)","Alberta",37.9
2009-02-01,"Long-term index (12 months)","Alberta",37.4
2009-03-01,"Long-term index (12 months)","Alberta",38.2
2009-04-01,"Long-term index (12 months)","Alberta",43.2
2009-05-01,"Long-term index (12 months)","Alberta",53
2009-06-01,"Long-term index (12 months)","Alberta",61.2
2009-07-01,"Long-term index (12 months)","Alberta",60.6
2009-08-01,"Long-term index (12 months)","Alberta",59.4
2009-09-01,"Long-term index (12 months)","Alberta",65.4
2009-10-01,"Long-term index (12 months)","Alberta",71.6
2009-11-01,"Long-term index (12 months)","Alberta",71
2009-12-01,"Long-term index (12 months)","Alberta",63.1
2010-01-01,"Long-term index (12 months)","Alberta",64.5
2010-02-01,"Long-term index (12 months)","Alberta",67.6
2010-03-01,"Long-term index (12 months)","Alberta",67.3
2010-04-01,"Long-term index (12 months)","Alberta",71.1
2010-05-01,"Long-term index (12 months)","Alberta",71.5
2010-06-01,"Long-term index (12 months)","Alberta",68.4
2010-07-01,"Long-term index (12 months)","Alberta",67.3
2010-08-01,"Long-term index (12 months)","Alberta",66.5
2010-09-01,"Long-term index (12 months)","Alberta",66.1
2010-10-01,"Long-term index (12 months)","Alberta",72.2
2010-11-01,"Long-term index (12 months)","Alberta",75.3
2010-12-01,"Long-term index (12 months)","Alberta",69.7
2011-01-01,"Long-term index (12 months)","Alberta",69.7
2011-02-01,"Long-term index (12 months)","Alberta",71.2
2011-03-01,"Long-term index (12 months)","Alberta",73.5
2011-04-01,"Long-term index (12 months)","Alberta",74.9
2011-05-01,"Long-term index (12 months)","Alberta",74.8
2011-06-01,"Long-term index (12 months)","Alberta",74.3
2011-07-01,"Long-term index (12 months)","Alberta",74.5
2011-08-01,"Long-term index (12 months)","Alberta",74.9
2011-09-01,"Long-term index (12 months)","Alberta",74.4
2011-10-01,"Long-term index (12 months)","Alberta",72
